ProteinAccession,GN,ProteinDescription,b1_s13_M_3,b2_s2_M_3,b2_s10_M_3,b3_s16_M_3,b1_s4_M_6,b2_s15_M_6,b3_s1_M_6,b3_s15_M_6,b1_s9_M_12,b1_s16_M_12,b2_s14_M_12,b3_s9_M_12,b1_s11_M_18,b2_s3_M_18,b2_s9_M_18,b3_s5_M_18,b1_s15_M_24,b2_s5_M_24,b3_s3_M_24,b3_s6_M_24,b1_s1_M_30,b1_s2_M_30,b2_s13_M_30,b3_s7_M_30,b1_s12_F_3,b2_s7_F_3,b2_s16_F_3,b3_s14_F_3,b1_s5_F_6,b2_s11_F_6,b3_s10_F_6,b3_s13_F_6,b1_s6_F_12,b1_s8_F_12,b2_s6_F_12,b3_s4_F_12,b1_s14_F_18,b2_s1_F_18,b2_s4_F_18,b3_s8_F_18,b1_s3_F_24,b2_s12_F_24,b3_s2_F_24,b3_s11_F_24,b1_s7_F_30,b1_s10_F_30,b2_s8_F_30,b3_s12_F_30
Q64314,Cd34,Hematopoietic progenitor cell antigen CD34 OS=Mus musculus GN=Cd34 PE=1 SV=1,237142.5475,252910.9135,215107.8851,181617.3177,225271.2652,267688.6993,220783.0311,235253.2809,233480.6494,261421.6489,217425.6254,209985.4128,260749.3408,229404.4284,230720.9144,259776.144,290307.3756,218297.898,185118.6518,189602.9065,225264.786,250201.4377,254191.7177,237612.2852,273676.7165,216831.0524,260749.3561,237417.1474,232835.0076,213439.9257,213682.1762,215870.6014,214980.5023,227145.6861,218607.4658,186104.3354,280691.9477,203194.2104,228863.9586,205483.8827,264214.0665,238822.3884,230379.1339,237089.4686,231445.9133,222765.0674,223227.3127,253161.4479
Q61735,Cd47,Leukocyte surface antigen CD47 OS=Mus musculus GN=Cd47 PE=1 SV=2,250271.9531,271918.5197,240573.9873,230940.7896,252863.6681,239503.7105,214854.9953,224714.8974,255619.1944,264878.4097,250252.3216,222230.0013,243034.0547,301479.4306,259286.7917,246240.7053,298566.3504,277969.7197,255761.9484,250898.9347,267418.5706,300438.127,286686.1888,238315.1361,235015.0237,241877.9665,246668.8297,246448.4844,267725.3766,253289.4663,242225.324,226833.2882,220101.1626,270942.7436,292140.7128,260569.4551,290524.9358,247949.3304,263328.7696,223877.6795,296449.0374,275071.5359,255256.1374,264992.2853,257891.0463,296937.9042,281651.5018,277917.2335
P41731,Cd63,CD63 antigen OS=Mus musculus GN=Cd63 PE=1 SV=2,116180.9848,104536.9322,105174.0909,113159.4679,127180.3292,113579.6148,91306.02787,88112.57038,144330.1559,140455.1228,130028.5937,78490.58962,91003.9029,167442.7458,131829.1462,106818.5542,103778.7589,122853.7579,127426.1049,134600.3598,148303.4399,167993.0487,167306.49,114015.6094,91363.58357,129344.734,149095.7573,124328.5528,170873.6068,127279.8166,108524.3139,102457.0133,78635.63925,119312.6624,130406.1655,133460.2487,124900.4432,123668.6272,117603.1937,100901.6442,140054.5586,126404.7791,135185.0244,122252.3675,141626.1471,163513.0631,208692.5088,151716.3676
Q8BIF0,Cd99l2,CD99 antigen-like protein 2 OS=Mus musculus GN=Cd99l2 PE=1 SV=1,72314.67528,101636.0972,121543.7392,96675.25435,67707.27294,124759.1017,100282.5098,123439.6719,91529.19285,80236.01273,118548.0089,95659.10935,83154.10864,103919.4489,108512.6672,101800.5769,73736.72624,93891.02725,106681.8933,89586.06655,78836.43722,64849.47411,92274.25595,114405.6922,75045.61361,127861.0644,113637.8238,108284.0618,85201.28739,100789.0383,109798.69,93836.79575,67533.39548,87404.5835,109425.1092,100785.9168,82056.33466,123916.8473,132856.675,90347.84175,67464.14912,99798.19535,96823.54855,110058.7342,69941.05936,79962.37447,110997.0668,101386.9115
Q61081,Cdc37,Hsp90 co-chaperone Cdc37 OS=Mus musculus GN=Cdc37 PE=2 SV=1,122370.5578,117099.3654,68829.88359,90192.30933,97712.65573,69714.95597,113201.861,64624.98432,62307.11214,81986.21453,93733.29303,89104.83573,88462.45593,75404.86383,74312.87813,61044.43013,109834.4989,88720.72483,83922.57973,86420.10613,104666.9027,76167.16663,81712.13243,59305.51922,83080.04253,101925.1131,89406.12073,84476.19343,86114.81883,101630.9235,76962.70653,74838.88463,104305.015,90188.04803,78831.15823,71187.12093,103511.3312,88840.64353,96349.20713,88773.74053,66865.38479,75067.32513,66927.5842,101480.0084,105004.384,75702.34943,94164.75673,109914.8855
P60766,Cdc42,Cell division control protein 42 homolog OS=Mus musculus GN=Cdc42 PE=1 SV=2,503282.4987,838603.9249,701431.0686,602394.7074,472916.2205,601757.6376,683430.5392,583184.1346,478282.6748,628081.5635,678360.3946,490881.4099,441333.6696,784090.609,797785.5823,618114.6503,509263.2984,894135.8366,701510.7402,588754.9049,478938.1185,417241.2799,672668.3492,588067.1016,439904.2352,814312.7355,723488.2366,614882.119,501149.0688,689957.6043,583024.4447,531143.491,380935.5383,542902.5126,695313.7698,727102.0452,513566.0454,846390.3267,854169.7987,511892.805,475484.2716,788852.3556,724063.4591,593245.4676,492613.1947,597121.8741,792868.2873,537484.6038
Q3UU96,Cdc42bpa,Serine/threonine-protein kinase MRCK alpha OS=Mus musculus GN=Cdc42bpa PE=2 SV=2,105050.6456,81280.31043,62562.88333,105861.7542,59670.01933,61775.14423,66883.10083,68609.87803,70408.38853,88369.75023,71385.91623,130459.5943,70188.28093,55713.75673,70711.55303,50915.61593,85032.27003,69705.20053,58389.38523,83750.72613,64140.57623,58134.11313,59678.63733,49371.85873,77702.63013,80491.92083,70344.97663,89407.53453,66149.39023,91076.30863,76875.45673,129644.4372,152402.9041,67145.74383,72746.99923,51602.96733,76422.24723,65463.89393,70053.69133,151220.6174,56359.81223,80172.69083,57562.99213,90198.17003,65422.82993,59517.27763,76783.63413,86126.05883
Q7TT50,Cdc42bpb,Serine/threonine-protein kinase MRCK beta OS=Mus musculus GN=Cdc42bpb PE=1 SV=2,114925.4663,70933.10159,49366.48671,81369.21009,65390.87119,43846.73921,48009.88615,52221.3835,49744.28535,75227.21489,63678.43749,54334.50298,55821.86929,41705.14866,48977.0361,34130.1599,60415.35819,42290.94608,44148.76343,58776.52539,55819.32569,38689.7551,50491.2357,34632.82797,54006.07818,78334.96289,49910.12607,69109.80939,59788.60909,79160.72939,49667.27553,100131.3324,154975.999,49350.61972,47940.34687,40391.62834,58919.04219,43263.48028,46697.04021,102612.611,41412.25751,52676.00424,43692.9287,67548.44769,44728.48374,40052.21371,49126.40098,68496.78389
Q6A068,Cdc5l,Cell division cycle 5-like protein OS=Mus musculus GN=Cdc5l PE=1 SV=2,23597.35096,13821.27705,39759.40704,20499.14441,13321.95621,22090.43621,13073.88831,18188.18711,15517.9991,13894.94,10666.90473,24680.22638,16423.50803,10642.1655,13364.79483,36676.74736,13897.11606,9158.36098,14288.72299,12822.26383,17216.52125,8480.02028,11673.5317,18249.8624,14757.72978,12488.74295,7783.37809,17714.34908,11180.82507,13295.14235,11672.85718,21457.98063,21693.20814,7637.83293,13464.62074,5976.94376,14597.61889,8867.71987,13277.3696,15755.88307,11983.09618,23486.93502,20616.86089,16374.90857,20804.99939,10656.83264,12485.07551,10433.87505
P70408,Cdh10,Cadherin-10 OS=Mus musculus GN=Cdh10 PE=1 SV=3,17465.46387,24246.73553,19567.94561,20384.17099,22089.56233,20905.61564,22349.94671,23931.15755,20477.24612,20066.806,22605.95517,21647.16486,17092.48875,20851.35975,19431.32429,26361.81325,21462.5752,19029.68457,21751.48575,18629.71514,22315.58046,18701.33427,20349.57758,26995.04182,20914.16395,19829.68581,22169.41904,21373.34367,18775.69096,19477.84089,23325.17912,19137.13187,15135.81821,16934.8001,20219.35087,19282.49119,19880.73968,21696.95234,20987.71376,19018.38175,20230.76832,21133.92176,22073.44539,22521.06766,18479.39551,17338.65836,16931.27344,20654.93674
P55288,Cdh11,Cadherin-11 OS=Mus musculus GN=Cdh11 PE=1 SV=1,17342.05123,18211.54657,17661.23967,18547.00301,17888.72035,19361.70098,20827.75208,20072.21622,20241.78226,20364.99105,19075.74138,18679.90099,19719.41376,15700.35933,17316.66047,19171.63745,18709.22523,16268.24034,19504.28463,16482.95176,19053.27385,17347.03611,16463.84861,20017.74047,21361.9157,17136.01247,17775.47432,20099.3029,19624.28087,16749.31405,21418.79255,17812.86561,14759.78926,17314.53482,16937.78738,19931.22442,18122.15116,17116.71348,18087.85796,17203.68079,18125.7901,17176.22174,22514.28351,20153.03005,17384.00287,15002.05404,14354.57771,16987.29327
Q9WTR5,Cdh13,Cadherin-13 OS=Mus musculus GN=Cdh13 PE=1 SV=2,229293.6824,262872.868,218905.6718,232823.8028,198793.5262,258303.6803,268839.1319,282231.8044,196353.4644,225324.0187,238092.7095,250611.4861,227007.5736,219680.1749,244859.2066,270113.5677,247933.9133,239495.1681,260869.9093,247762.6998,220910.9727,190275.8945,225633.5528,258040.7142,232596.7627,226346.3466,219372.3077,266962.3876,210764.5133,202226.2331,265842.7565,230374.5837,175495.2023,186120.2232,211610.9932,253916.4083,205796.2012,237078.251,248972.9135,203377.9022,191313.7405,212536.534,252804.2463,251748.6377,190733.196,170358.4595,199168.9222,225640.1132
P15116,Cdh2,Cadherin-2 OS=Mus musculus GN=Cdh2 PE=1 SV=2,69277.58818,67858.81441,63106.46782,66917.78668,67821.54125,68810.37121,80224.32608,65150.79199,60611.83997,75498.36739,73879.91298,63096.29982,68271.73374,71176.83823,62231.82106,73979.99565,69516.51996,74335.86186,71237.58029,62554.0193,68156.86316,60804.44119,68162.96178,70230.18335,67886.32509,68331.09675,65856.89282,61640.391,64688.55364,62068.19563,65515.02774,60344.92747,55163.52521,64289.1463,63484.77623,69737.39568,68610.79184,69916.61881,74567.70506,59994.19331,65044.29161,69947.75424,74759.78743,63518.18125,66540.25775,61444.7522,59351.98536,61893.07782
P97326,Cdh6,Cadherin-6 OS=Mus musculus GN=Cdh6 PE=1 SV=2,12100.43688,12497.88725,10013.64404,9825.458356,12001.286,9650.613986,12251.98881,10143.29127,9561.833186,13211.62022,9652.612146,8539.129296,11644.85599,12295.54215,9782.213816,12707.94311,8917.734876,11117.27811,11542.67209,10544.81853,12374.93006,11843.49141,9480.567406,12199.96197,11555.57898,11723.60538,8849.315086,10602.07811,12244.66288,10756.6392,10233.63028,12474.6344,9263.742476,11340.17334,11103.34727,9385.406796,11845.61257,11452.75203,12180.54017,8062.793326,10877.7441,8884.268966,12145.9129,12634.92649,11456.77561,10067.83792,7731.615376,11278.58188
P70407,Cdh9,Cadherin-9 OS=Mus musculus GN=Cdh9 PE=2 SV=2,14543.75107,20266.08437,17226.31975,15616.35508,17469.28697,16675.11436,17757.35485,17665.24625,16724.18912,16177.10869,17660.80724,16185.30468,13997.23036,17458.82121,17216.09638,21319.65001,15995.41083,17107.21171,16687.79579,13297.50015,17348.51361,15536.26043,18344.0729,19122.28007,17921.43618,16445.43049,17392.6225,16444.22639,15230.73728,17969.305,17379.1484,14957.85326,13249.90054,14825.61012,18188.88185,15163.1115,15579.96774,17000.8576,18249.77878,14393.83752,16980.18473,16255.10662,17190.01964,15802.83091,16825.30969,15181.3547,14452.12168,16193.91604
Q8VDP6,Cdipt,CDP-diacylglycerol--inositol 3-phosphatidyltransferase OS=Mus musculus GN=Cdipt PE=1 SV=1,139051.404,215469.6629,290397.9151,201985.8919,141576.7867,272175.976,193731.2094,167003.4117,177635.0532,222208.2833,221386.6511,134387.7628,161791.763,264985.7469,182549.0272,160892.0933,138930.5614,223705.3998,163417.1704,155361.0182,197527.8318,140052.2586,205604.4223,157135.3649,172551.2768,206096.7755,224706.6448,149000.1261,115216.1814,190428.4458,152384.4832,150831.7214,181397.4039,159021.1544,281414.1963,154056.8385,154476.6144,204882.1459,237022.5566,149191.3119,141182.8832,236057.3917,157149.6982,128891.364,122344.7133,153331.3838,192908.6913,120751.0671
P24788,Cdk11b,Cyclin-dependent kinase 11B OS=Mus musculus GN=Cdk11b PE=1 SV=2,27972.9313,19734.10092,14611.05904,21770.76443,15193.95315,33850.09489,15361.34018,34462.73078,24768.48834,28425.93571,27146.92375,40905.94082,37941.02315,26738.02151,31153.32118,17913.1295,20649.48615,28041.42959,23210.82914,28843.82269,19467.51449,18855.68544,23205.90803,39062.3965,20310.0778,19804.24179,16597.45186,22942.62538,24546.4971,25515.22274,25808.48541,30962.41029,37482.59505,24240.6777,27126.72868,22477.97302,21286.05114,29473.68211,22675.45714,32003.16184,26727.59383,29491.93342,34875.88949,25885.70907,42179.44571,21893.67668,33479.74589,23800.39837
O35495,Cdk14,Cyclin-dependent kinase 14 OS=Mus musculus GN=Cdk14 PE=2 SV=2,18830.17851,28206.05089,13221.93186,17566.26719,13553.09767,14768.17021,12531.5209,13874.03772,13181.12429,21768.07606,17568.36032,25425.57291,16377.54776,18347.39827,17774.69627,5002.601213,21834.47302,16531.59175,12531.78314,17033.66706,17867.5761,14124.55176,16026.88733,9113.288183,13917.51866,22092.04567,14210.32629,13469.25088,18054.15677,22285.7394,9731.655313,17346.11227,21094.3436,25603.15995,18838.90442,7083.240643,21593.9963,16795.24638,22891.35152,23605.18574,21025.46584,16377.33763,10731.49421,21240.04595,17496.00207,16972.80129,28367.81818,22750.79525
Q04735,Cdk16,Cyclin-dependent kinase 16 OS=Mus musculus GN=Cdk16 PE=1 SV=1,36844.74207,41102.39609,13075.17748,34955.25389,33426.87953,13043.14293,25797.88203,10851.6798,29225.79558,24111.49871,24994.08044,33238.82969,17731.84133,31984.15124,31259.55837,9243.39605,28979.92483,37321.36973,14671.19638,37499.41313,31375.73904,28311.33397,21709.33433,7189.93435,34919.29256,38943.69802,44379.13286,27140.60006,23515.11947,46609.03218,38397.65828,44397.41716,42485.96888,26898.17568,21698.86563,23452.43481,24287.07286,36041.91271,28138.57378,56436.25072,16447.8464,24279.74914,11926.35866,26170.98325,27762.04116,27758.79532,31712.66264,34259.06593
Q8K0D0,Cdk17,Cyclin-dependent kinase 17 OS=Mus musculus GN=Cdk17 PE=1 SV=2,61952.35995,76934.19425,16612.37665,68398.48025,70945.05955,12123.87815,53575.23805,26751.87725,81972.58545,38074.48685,46654.20565,57328.05515,22644.83545,63261.31785,71754.99375,15283.30645,55596.41225,96805.13315,24099.27635,58780.02285,55714.01645,49842.08615,52766.58355,8780.741947,67493.57525,87468.31485,121530.1826,46566.00505,45106.47595,118559.122,78803.01335,83250.82145,59456.84325,54856.74305,51094.88455,44857.14735,29427.46195,99020.86485,48781.32415,103078.9862,31227.48235,53627.47955,18933.67125,42991.09325,44466.93115,63740.85425,54038.44015,67997.01145
P49615,Cdk5,Cyclin-dependent-like kinase 5 OS=Mus musculus GN=Cdk5 PE=1 SV=1,357206.1063,495503.0076,412594.515,345473.9961,445235.9321,327631.5696,397413.5979,232954.6354,388350.329,389379.2647,360040.6766,253956.401,276159.8624,432027.3387,335950.1785,315322.2339,368649.0163,470577.3403,371303.6821,291680.512,303221.5926,354553.4861,376229.6488,241285.8079,363963.1727,478496.7941,472072.1124,371544.9368,456074.4504,384625.3374,402002.8686,307616.5009,301957.3001,448792.816,328232.2245,374962.4236,385468.4175,373392.4836,424181.1719,301971.0087,354850.5388,378412.4762,322701.0075,324048.0884,341639.0553,389081.487,340710.3866,323343.6623
P61809,Cdk5r1,Cyclin-dependent kinase 5 activator 1 OS=Mus musculus GN=Cdk5r1 PE=1 SV=1,205003.2311,270924.3172,238775.6761,206070.4965,223026.934,194487.054,273655.0268,168092.9198,204046.4176,245106.0802,248295.2562,161565.0057,186466.0574,257502.6861,200057.1957,198721.4195,210728.7594,268079.6921,228766.4141,195511.1238,145785.5742,180688.5195,241699.1598,197397.3988,217340.4471,280614.1609,293801.6538,220068.5041,199980.3913,238387.7499,234234.4039,199841.3079,167498.3066,240712.0205,198342.5249,231870.695,234823.3843,255406.6854,239778.2932,200218.4796,186967.6003,225159.6263,227847.3915,185820.9228,175958.4325,205288.4944,175451.8458,183737.9477
O35926,Cdk5r2,Cyclin-dependent kinase 5 activator 2 OS=Mus musculus GN=Cdk5r2 PE=3 SV=2,162016.6293,201229.8201,191208.6937,177396.4137,166593.0112,170789.5656,214423.8369,148137.1154,153411.338,190877.0313,186874.1788,150077.8071,148610.0004,173361.4338,172219.4823,174920.9709,182254.0584,189169.1192,213731.1767,188361.9737,144484.1868,138379.3179,178280.8684,179171.3001,186616.2853,224751.6106,219072.0881,233371.1048,171765.7599,172629.7542,231193.3353,176444.6398,137911.8558,184701.8278,155366.3897,202770.26,203856.1577,169064.1156,183388.4543,158926.444,143222.3296,186860.6374,185668.3813,168955.2021,149945.3903,170432.2339,172176.9168,186985.1756
Q99LM2,Cdk5rap3,CDK5 regulatory subunit-associated protein 3 OS=Mus musculus GN=Cdk5rap3 PE=2 SV=1,25433.55568,30140.95728,40549.65443,38901.51287,29914.36679,38224.88544,29351.87494,40995.37201,33877.87598,32980.14061,32370.01281,36430.25338,31688.90183,36108.2416,40490.53008,40503.5195,35921.25132,37566.28518,34020.78187,32440.0518,48176.21193,36510.62482,35346.13663,38855.73643,32307.72753,27524.23143,31492.13366,34034.87917,28201.19039,33744.62357,31146.11502,36550.32197,27808.34118,30766.70044,44536.41512,28399.13918,32844.24112,28939.67667,43099.95959,35872.63015,32230.06176,33894.59788,29095.14401,36901.05855,40008.61577,29102.46037,36862.38976,36047.30375
Q3UTQ8,Cdkl5,Cyclin-dependent kinase-like 5 OS=Mus musculus GN=Cdkl5 PE=2 SV=1,52918.69639,55706.78119,91736.81819,56409.84689,56424.72749,64826.09819,54144.47589,63496.06319,45843.55499,56372.14199,53394.62869,75490.10199,51262.98019,55464.63649,50081.30099,83608.58509,42173.34929,51988.61889,50609.84559,54892.01979,60647.55629,50423.46909,60681.34729,75070.06459,58150.37549,50823.69319,55692.31139,53386.57329,40103.82939,59382.43359,65359.47839,77557.42009,64785.87089,49428.93189,57177.98529,63663.98819,55495.13399,58772.68499,52889.46449,78220.65229,52629.22449,64651.59099,59177.80379,48124.42829,47818.05249,38770.84999,49010.02369,46910.57509
Q8BI72,Cdkn2aip,CDKN2A-interacting protein OS=Mus musculus GN=Cdkn2aip PE=2 SV=1,16119.12473,7439.715507,9220.848687,13394.04438,7600.909747,3171.047357,4434.347877,5760.285427,5394.339397,11725.28494,5415.449577,18751.52699,10010.15702,4189.960337,6558.275067,6320.643757,6981.025017,789.8809267,4208.324767,7512.158617,7495.532567,4720.039327,4015.284577,6232.774477,8718.544347,7321.602347,7069.930217,6646.674187,3696.919667,7075.440347,4991.151127,12463.85911,21468.59205,3231.782707,7361.088067,1774.460267,10677.25546,2096.250417,4141.084787,19040.54732,4428.428767,10796.74521,7868.180147,4888.857817,6265.480127,6112.192527,9063.655527,7202.640207
P98191,Cds1,Phosphatidate cytidylyltransferase 1 OS=Mus musculus GN=Cds1 PE=1 SV=2,17434.66326,20302.02087,21846.78882,20345.13723,28672.16281,24861.5057,18749.83861,24234.67417,33342.36766,16037.61319,23167.50428,20168.69013,17996.64915,24000.16761,20357.06913,22117.76592,19977.20245,23286.68703,20725.55509,23012.66405,22748.25633,25621.26125,21962.14713,21451.27053,15370.40117,19705.30033,20029.36738,18902.56956,21102.05814,22747.56561,23267.81666,20660.45466,19752.2571,20632.57688,28536.57139,19596.14326,15936.02135,17516.63815,21659.73406,22432.48912,17847.80747,21860.14296,16673.71099,19638.55681,20617.7504,22885.03201,19441.07696,18358.78828
Q99L43,Cds2,Phosphatidate cytidylyltransferase 2 OS=Mus musculus GN=Cds2 PE=1 SV=1,187711.9167,251034.9706,319713.2107,225694.9312,289852.0289,339054.8135,219682.0218,269937.5049,326603.3406,229553.8627,273893.5668,227250.2373,221506.3961,310561.5136,287697.7874,224479.4986,207562.0354,300735.2148,214626.1143,239302.4311,245294.6712,229054.2094,252473.5164,254235.8308,193712.6312,276246.9824,251182.9196,221512.5651,223416.0572,268689.2088,231325.6804,231058.3055,229432.8132,206846.4323,337572.3688,233617.5191,187590.3256,289549.2829,310629.2554,260290.1205,195791.1602,284114.9203,192256.8493,180980.459,173784.0876,238133.2157,261001.8175,167395.5201
Q8CIN6,Celf3,CUGBP Elav-like family member 3 OS=Mus musculus GN=Celf3 PE=2 SV=1,141056.1714,128097.2087,159105.2526,149476.4075,114475.3899,128003.2393,131872.0353,149512.793,194248.2701,111305.9045,132295.9541,118883.5809,163717.3991,108903.0529,139165.9907,157261.6483,162970.0546,129822.975,174416.2753,109102.1466,142955.837,149760.8395,89235.38489,179027.4946,140302.8496,128331.0445,164389.1318,106000.2448,135630.6787,144658.2989,121582.3659,104656.016,126062.0123,138218.2446,111155.4487,144075.0841,179449.4174,160198.4133,126450.9732,82425.21659,144150.369,100075.8397,132568.627,129516.0976,109764.0123,124146.7861,129507.8848,80311.74399
Q7TSY6,Celf4,CUGBP Elav-like family member 4 OS=Mus musculus GN=Celf4 PE=1 SV=2,2906952.597,2887805.572,3613746.783,2959612.196,2604565.875,3247476.402,3113207.475,3076837.44,3944609.699,2359968.091,3485510.265,2465830.869,3499956.786,3183638.429,3309437.696,2915931.82,3454234.242,3027969.771,3677247.675,2506213.631,3439325.743,3125958.729,2901020.661,3315881.843,3107634.53,2991564.341,4032814.907,2354844.532,2939208.297,3062152.689,2887477.444,2426643.976,2623182.492,3020191.047,3980756.005,3342584.909,3705879.095,3882618.36,3306491.687,1961898.744,3056770.473,2816221.204,3226289.834,2892298.266,2524200.466,2881695.927,4080668.534,2109572.846
D3Z4T1,Celf5,Protein Celf5 OS=Mus musculus GN=Celf5 PE=4 SV=1,1302366.877,1256902.111,1545312.213,1271244.431,921158.3047,1439931.328,1369117.562,1302179.635,1564858.167,1128273.758,1385451.695,1066531.62,1488845.609,1344672.685,1257662.879,1230442.596,1391524.471,1282027.707,1574758.21,1084279.263,1598525.065,1095340.974,1262753.475,1395255.328,1237519.206,1154114.586,1752957.111,1042971.384,1119180.633,1260946.828,1258078.365,1043014.366,1036587.756,1199856.658,1678077.909,1484755.965,1585346.607,1508829.375,1371030.063,790024.7007,1160137.295,1242170.764,1412874.669,1228216.064,1064142.799,1197237.717,1548592.331,890699.1777
